"2022-09-17 12:49:11 [restartedMain] INFO  c.c.a.AuthorizationApplication - Starting AuthorizationApplication using Java 18.0.1.1 on DESKTOP-J3EN3AK with PID 8876 (C:\Users\dell\Portfolio-Management-System\Authorization\target\classes started by dell in C:\Users\dell\Portfolio-Management-System\Authorization)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:80) ~[spring-security-web-5.6.2.jar:5.6.2]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336) ~[spring-security-web-5.6.2.jar:5.6.2]
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:55) ~[spring-security-web-5.6.2.jar:5.6.2]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336) ~[spring-security-web-5.6.2.jar:5.6.2]
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:211) ~[spring-security-web-5.6.2.jar:5.6.2]
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:183) ~[spring-security-web-5.6.2.jar:5.6.2]
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:354) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:267) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:540) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:359) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:889) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1735) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at java.base/java.lang.Thread.run(Thread.java:833) ~[na:na]
"2022-09-17 19:21:02 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:21:02 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:22:22 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Authentication started....
""2022-09-17 19:22:22 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Authentication successfully..
""2022-09-17 19:22:22 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Received request to generate token for Tanavi
""2022-09-17 19:22:22 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - message
""2022-09-17 19:22:39 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:22:39 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:24:02 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:24:02 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:24:17 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Authentication started....
""2022-09-17 19:24:17 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Authentication successfully..
""2022-09-17 19:24:17 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Received request to generate token for Tanavi
""2022-09-17 19:24:17 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - message
""2022-09-17 19:24:31 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:24:31 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:25:33 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:25:34 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:26:33 [RMI TCP Connection(159)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
""2022-09-17 19:26:33 [RMI TCP Connection(159)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-09-17 19:26:34 [RMI TCP Connection(159)-127.0.0.1] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
""2022-09-17 19:26:34 [RMI TCP Connection(159)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
""2022-09-17 19:26:34 [RMI TCP Connection(159)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
""2022-09-17 19:26:52 [restartedMain] INFO  c.c.a.AuthorizationApplication - Starting AuthorizationApplication using Java 18.0.1.1 on DESKTOP-J3EN3AK with PID 6444 (C:\Users\dell\Portfolio-Management-System\Authorization\target\classes started by dell in C:\Users\dell\Portfolio-Management-System\Authorization)
""2022-09-17 19:26:52 [restartedMain] INFO  c.c.a.AuthorizationApplication - No active profile set, falling back to 1 default profile: "default"
""2022-09-17 19:26:52 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2022-09-17 19:26:52 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2022-09-17 19:26:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-09-17 19:26:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 31 ms. Found 1 JPA repository interfaces.
""2022-09-17 19:26:53 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
""2022-09-17 19:26:53 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-09-17 19:26:53 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.58]
""2022-09-17 19:26:53 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-09-17 19:26:53 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1340 ms
""2022-09-17 19:26:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-09-17 19:26:54 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-09-17 19:26:54 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:pms'
""2022-09-17 19:26:54 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-09-17 19:26:54 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.5.Final
""2022-09-17 19:26:54 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-09-17 19:26:54 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-09-17 19:26:54 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-09-17 19:26:54 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-09-17 19:26:55 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-09-17 19:26:55 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure any request
""2022-09-17 19:26:55 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2022-09-17 19:26:55 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
""2022-09-17 19:26:55 [restartedMain] INFO  c.c.a.AuthorizationApplication - Started AuthorizationApplication in 3.715 seconds (JVM running for 4.309)
""2022-09-17 19:30:09 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-09-17 19:30:09 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2022-09-17 19:30:09 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 9 ms
""2022-09-17 19:30:25 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Authentication started....
""2022-09-17 19:30:25 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Authentication successfully..
""2022-09-17 19:30:26 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Received request to generate token for Tanavi
""2022-09-17 19:30:26 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - message
""2022-09-17 19:31:03 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:31:03 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:31:30 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:31:30 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:31:30 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:31:30 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:31:31 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:31:31 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:31:31 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:31:31 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:31:31 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:31:31 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:32:05 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:32:05 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:32:05 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:32:05 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:32:05 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:32:05 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:32:05 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:32:05 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:32:05 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:32:05 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:38:46 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Authentication started....
""2022-09-17 19:38:46 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Authentication successfully..
""2022-09-17 19:38:46 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Received request to generate token for Tanavi
""2022-09-17 19:38:46 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - message
""2022-09-17 19:38:55 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:38:55 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:38:56 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:38:56 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:38:56 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:38:56 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:38:56 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:38:56 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:38:56 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:38:56 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:40:23 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:40:23 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:40:23 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:40:23 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:40:23 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:40:23 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:40:23 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:40:23 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:40:23 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:40:23 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:41:07 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:41:07 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:41:07 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:41:07 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:41:07 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:41:07 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:41:07 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:41:07 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:41:07 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:41:07 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:42:58 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Authentication started....
""2022-09-17 19:42:58 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Authentication successfully..
""2022-09-17 19:42:58 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Received request to generate token for Tanavi
""2022-09-17 19:42:58 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - message
""2022-09-17 19:43:06 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:43:06 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:43:06 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:43:06 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:43:06 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:43:06 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:43:06 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:43:06 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:43:06 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:43:06 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:10 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:10 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:17 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:17 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:44:17 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:17 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:17 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:17 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:44:17 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:17 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:17 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:44:17 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-8] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-8] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-7] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-7] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-10] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-10] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-3] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-3] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-2] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-2] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-6] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-6] INFO  c.c.a.controller.AuthController - Getting userId by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-5] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-1] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-9] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-1] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-4] INFO  c.c.a.util.JwtRequestFilter - SecurityContextHolder was null!!!
""2022-09-17 19:45:04 [http-nio-8081-exec-9] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-5] INFO  c.c.a.controller.AuthController - Getting username by token...
""2022-09-17 19:45:04 [http-nio-8081-exec-4] INFO  c.c.a.controller.AuthController - Getting username by token...
